Population,PIB par capita ($ US),IMC (Indice Masse Corporelle),%-immunisation Hépatite B,Polio immunisation (%),Diphthérie et tétanos (%-immunisation),Rougeole (cas par 1000 habitants),VIH/Sida (cas par 1000 habitants),"Prévalence malnutrition (1-19 ans, %)","Prévalence malnutrition (5-9 ans, %)",Facteur de revenu,Nombre d'années d'études,Espérance de vie (années)
15925513,25921.12794,51.8,,97,97,1019,0.1,1.1,1.1,0.873,16.5,78.1
,3821.8937,67.5,92,92,92,10,0.1,0.4,0.3,0.913,19.2,81.6
,4453.24673,66.9,93,93,93,280,0.1,0.4,0.3,0.91,19.2,81.5
,42889.88141,66.4,93,92,92,8,0.1,0.3,0.3,0.908,19.3,81.3
,3997.25624,65.9,93,93,93,68,0.1,0.3,0.3,0.904,19.5,81.1
,38426.5581,65.3,95,95,95,597,0.1,0.3,0.3,0.901,19.7,86
,282.94193,64.3,93,92,92,198,0.1,0.3,0.3,0.895,19.3,85
,31287.77865,63.8,9,89,89,0,0.1,0.3,0.3,0.894,19.5,81
,3259.73471,63.2,88,88,88,25,0.1,0.3,0.3,0.891,19.2,81
,2667.86452,62.6,87,89,89,20,0.1,0.3,0.3,0.888,19.1,79.9
,2775.89515,62.1,87,89,89,20,0.1,0.3,0.3,0.886,18.9,79.9
,2542.39935,61.5,88,87,89,33,0.1,0.3,0.3,0.884,18.4,79.2
,21913.7817,6.9,89,86,9,66,0.1,0.3,0.3,0.881,18.2,79.1
,16874.31232,6.3,89,84,9,21,0.1,0.3,0.3,0.873,17.5,78.7
,13882.85683,59.6,9,82,9,65,0.1,0.3,0.3,0.868,17.4,78.5
,13641.1272,58.9,9,82,9,65,0.1,0.3,0.3,0.864,17.2,78.6
68235,295.966488,54,98,99,98,0,0.1,1.8,1.7,0.642,11.7,74.8
613997,1975.46477,53.2,98,99,98,0,0.1,1.8,1.7,0.636,11.6,74.5
5945747,1847.19849,52.4,98,99,98,0,0.1,1.8,1.7,0.63,11.5,73.9
587718,1792.3845,51.7,98,99,98,0,0.1,1.8,1.7,0.625,11.5,73.9
58782,1682.957924,5.9,98,99,98,0,0.1,1.8,1.8,0.62,11.5,74.5
5737723,1526.497938,5.2,98,99,98,0,0.1,1.9,1.8,0.614,11.4,73.2
5666581,1464.497754,49.4,98,99,98,0,0.2,1.9,1.8,0.613,11.3,73.2
559456,1518.85386,48.6,97,97,97,0,0.2,1.9,1.8,0.607,11.1,72.5
552216,1344.31871,47.9,93,93,93,0,0.2,2,1.9,0.601,11,72.5
545211,124.992617,47.1,88,88,88,0,0.3,2,1.9,0.597,11,73
53973,191.55157,45.7,79,8,79,0,0.3,2.1,2,0.587,11,71
524879,115.565314,44.9,86,86,86,0,0.3,2.1,2,0.583,11,76
5171734,11.147277,44.2,85,85,85,0,0.4,2.2,2.1,0.577,10.7,75
5175,143.6758,43.5,87,89,87,0,0.4,2.2,2.1,0.57,10.4,73
526796,116.2743,42.8,83,85,83,0,0.4,2.2,2.1,0.562,10.1,73
19896965,358.99731,19.3,65,65,65,7693,0.4,9.6,9.4,0.351,5.4,61.8
19148219,43.646498,18.9,68,67,68,1142,0.5,9.8,9.6,0.345,5.3,61.4
18426372,416.14838,18.5,67,56,67,1224,0.6,1,9.9,0.341,5.3,69
17731634,391.515524,18.1,71,71,71,272,0.7,1.3,1.1,0.331,5.1,63
1764636,375.5819866,17.7,75,4,75,771,0.7,1.5,1.3,0.323,4.8,59.4
16425578,348.151511,17.3,7,75,7,372,0.9,1.7,1.6,0.312,4.5,58.2
15813913,341.2894618,16.9,71,71,71,801,1.1,11,1.8,0.307,4.2,57.1
15228525,354.8185998,16.5,,68,67,1317,1.3,11.2,11,0.298,4,56
14668338,292.55962,16.1,,57,57,282,1.4,11.4,11.3,0.293,3.8,55.2
1413264,258.463873,15.7,,52,51,59,1.5,11.6,11.5,0.286,3.7,54.5
13618449,25.383731,15.4,,46,45,2183,1.6,11.9,11.8,0.278,3.5,53.7
1312712,232.5661574,15,,45,43,63057,1.6,12.1,12,0.27,3.1,52.9
12262,177.828384,14.3,,43,39,31584,1.6,12.5,12.5,0.261,2.9,51.4
11771976,165.257247,13.9,,42,36,61208,1.6,12.7,12.7,0.255,2.9,56
11352973,158.455972,13.6,,41,34,21319,1.5,12.8,12.9,0.253,2.8,50
181181744,2655.157977,25.4,49,49,49,12423,3.7,9.8,9.7,0.525,10,54.5
1764652,3221.678128,24.7,49,49,49,6855,3.9,1.1,9.9,0.521,10,53.6
17182933,2996.96432,24.1,46,46,46,52852,3.9,1.4,1.2,0.514,9.8,53.2
167297284,2755.297787,23.5,42,42,42,6447,4.4,1.7,1.6,0.507,9.7,52.7
16287776,2527.9423,22.8,46,48,48,18843,4.7,11,1.9,0.5,9.6,52.3
15442181,197.661422,21.6,63,66,63,1272,4.9,11.7,11.6,0.487,9.3,51.6
1534739,1383.893354,21,41,6,53,9960,5,12,11.9,0.481,9.2,59
14641724,1136.829645,2.4,42,54,42,2613,5.2,12.3,12.3,0.477,9.1,55
14261494,119.743286,19.9,27,46,4,704,5.3,12.6,12.6,0.466,9,49.8
138939478,87.8938738,19.3,18,45,36,110927,5.4,12.9,12.9,0.463,8.9,49.2
135393616,648.815852,18.8,,43,33,31521,5.4,13.2,13.2,0.445,8.5,48.5
131972533,512.65719,18.3,,42,29,141258,5.4,13.5,13.6,0,8.1,48.1
12866671,459.4572117,17.8,,4,25,42007,5.3,13.8,13.8,0,7.7,47.7
125463434,351.7996666,17.3,,36,27,168107,5.1,14.1,14.1,0,8,47.4
1223529,379.1193264,16.9,,31,29,212183,4.9,14.3,14.4,0,7.6,47.1
,,77.3,99,99,99,0,0.1,0.1,0.1,,,
518867,7455.24654,61.2,,95,95,14,0.1,0.8,0.7,0.948,17.7,81.8
5137232,975.49856,6.8,,93,93,3,0.1,0.8,0.7,0.945,17.7,81.6
579623,1291.435,6.3,,94,94,8,0.1,0.8,0.7,0.942,17.5,81.5
518573,11563.727,59.8,,95,95,4,0.1,0.7,0.7,0.941,17.6,81.3
4889252,87646.75346,58.9,,93,93,3,0.1,0.7,0.7,0.936,17.4,81
4828726,817.77681,58.5,,94,94,2,0.1,0.7,0.7,0.936,17.4,89
4768212,9688.5961,58,,94,94,4,0.1,0.7,0.7,0.936,17.6,86
479153,85128.65759,57.5,,93,93,0,0.1,0.7,0.7,0.934,17.6,85
466677,74114.69715,57,,94,94,0,0.1,0.8,0.7,0.931,17.5,84
4623291,66775.3944,56.5,,91,91,0,0.1,0.8,0.7,0.929,17.6,81
459191,5757.26916,55.9,,92,92,7,0.1,0.8,0.7,0.924,17.5,79.8
4564855,5111.65445,55.3,,92,92,8,0.1,0.8,0.7,0.918,17.1,79.4
4538159,4361.1538,54.6,,93,93,5,0.1,0.8,0.7,0.916,17.1,78.9
4513751,38549.58934,54,,91,91,4,0.1,0.8,0.7,0.917,17.5,78.8
449967,38146.71539,53.3,,91,9,0,0.1,0.8,0.7,0.911,17.1,78.5
,16627.36433,54.6,99,99,99,0,0.1,7.1,6.9,0.795,13.7,76.6
,2458.45226,53.5,99,99,99,0,0.1,7.1,6.9,0.796,13.7,76.4
,21268.7564,52.8,98,99,98,0,0.1,7,6.8,0.796,13.7,76.2
,22134.916,52.3,98,99,98,13,0.1,7,6.8,0.797,13.7,76
,2986.36,52,99,99,99,5,0.1,6.9,6.8,0.797,13.6,75.8
,1928.74739,51.8,99,99,99,3,0.1,6.9,6.8,0.797,13.5,75.6
,16784.34616,51.5,98,96,98,19,0.1,6.9,6.8,0.782,12.4,75.4
,2275.3536,51.1,99,97,99,18,0.1,6.9,6.8,0.765,11.9,75.2
,1585.13226,5.6,99,97,99,24,0.1,7,6.8,0.753,11.5,74.9
,1448.55,5.1,99,98,98,13,0.1,7,6.8,0.748,11.6,74.7
,12376.97936,49.5,99,99,99,25,0.1,7,6.8,0.742,11.5,74.3
,1129.28886,48.9,99,99,99,18,0.1,7.1,6.8,0.734,11.5,74
,969.8126,48.1,99,99,99,1,0.1,7.1,6.8,0.725,11.2,73.6
,8629.11774,47.3,99,99,99,5,0.1,7.1,6.8,0.716,11,73.3
,8476.61511,46.5,99,99,99,15,0.1,7.1,6.9,0.705,10.7,72.9
,861.18596,45.9,99,99,99,15,0.1,7.2,6.9,0,10.4,72.6
18938513,1431.244865,25.4,72,72,72,386,0.1,19.2,19.6,0.548,8.1,66.4
185546257,1316.98966,24.7,72,72,72,1370,0.1,19.4,19.8,0.542,7.8,66.2
181712595,1272.44161,23.9,72,72,72,8749,0.1,19.6,2,0.538,7.7,66
177911533,1261.28967,23.2,72,72,72,8046,0.1,19.8,2.2,0.529,7.6,65.7
174184265,1226.215314,22.5,74,75,74,4386,0.1,2,2.4,0.525,7.5,65.5
16332974,95.4327931,2.1,75,75,75,2801,0.1,2.8,21.3,0.505,6.7,64.4
15793993,873.772727,19.5,78,77,78,7641,0.1,21,21.5,0.501,6.5,64.2
15399667,711.4699463,18.9,7,78,77,2981,0.1,21.2,21.7,0.487,6.1,62.9
1477341,563.594342,17.9,63,69,67,4740,0.1,21.6,22,0.465,5.6,63.5
138523285,533.8624114,16.4,,65,62,2064,0.1,22.2,22.6,0.445,5.3,62.8
292,1932.12237,83.3,99,99,99,0,0.1,0.1,0.1,0.779,14.2,
3969249,13134.4367,57.8,73,72,73,0,0.1,1.9,1.8,0.785,13,77.8
393986,12593.7374,57.1,8,8,8,0,0.1,1.9,1.8,0.78,13,77.6
3838462,11685.97983,56.3,8,81,8,0,0.1,1.9,1.9,0.773,12.9,77.5
3772938,1589.82713,55.6,85,87,85,0,0.1,1.9,1.9,0.765,12.8,77.2
377782,927.723171,54.9,87,91,87,4,0.1,2,1.9,0.758,12.9,77.3
3643222,7937.259931,54.2,94,95,94,0,0.1,2,1.9,0.756,12.8,76.5
3579385,7429.628274,53.4,85,85,85,0,0.1,2,1.9,0.755,12.8,76.8
3516268,6973.9284,52.7,86,86,86,0,0.1,2,2,0.75,12.8,76.5
345387,668.8667,51.9,85,84,85,0,0.2,2.1,2,0.743,12.9,76.4
339195,5348.518399,51.1,88,98,88,0,0.1,2.1,2,0.744,12.9,76.2
333465,4916.54886,5.3,92,88,92,0,0.1,2.1,2.1,0.74,12.9,75.8
3269541,4591.892776,49.5,95,92,95,0,0.2,2.2,2.1,0.733,12.8,75.8
329174,4267.13578,48.6,98,95,98,0,0.1,2.2,2.2,0.728,12.8,75.5
3149265,4126.14671,47.8,98,99,99,0,0.2,2.3,2.2,0.725,12.6,75.7
389684,446.372833,46.9,98,95,99,0,0.1,2.3,2.3,0.721,12.4,75.5
33347,46.29935,45.9,,99,98,0,0.2,2.4,2.3,0.716,12.1,75.7
7919825,,48.6,67,74,73,38,0.6,1.3,1.3,0.515,10,62.9
7755785,2182.716565,47.9,67,64,73,2299,0.7,1.3,1.3,0.511,10,62.7
7592865,229.95364,47.2,73,8,79,12,0.8,1.3,1.3,0.506,10,62.4
743836,271.318741,46.4,68,81,74,0,1,1.3,1.3,0.501,9.9,62.2
7269348,177.867119,45.7,66,69,72,0,1,1.3,1.3,0.494,9.9,62
718239,1366.879112,44.9,56,72,67,0,1.1,1.4,1.3,0.485,9.6,61.8
6947447,1166.66337,44.2,66,79,73,0,1.1,1.4,1.3,0.477,9.2,61.6
6787187,1178.72469,43.4,59,76,63,0,1.3,1.4,1.3,0.469,8.9,61.4
6627922,956.668952,42.7,61,72,71,0,1.4,1.4,1.3,0.461,8.6,61.1
647272,854.346921,41.9,71,67,72,1,1.5,1.4,1.4,0.454,8.2,68
631479,77.5773486,41.1,63,61,72,1222,1.5,1.4,1.4,0.446,7.9,64
6161517,637.3616215,4.4,6,59,62,1385,1.5,1.5,1.4,0.439,7.6,59.9
5716152,539.41528,38.2,59,52,55,4023,1.3,1.5,1.5,0.422,6.6,59.1
5572222,631.9468526,37.5,57,51,59,7135,1.1,1.6,1.5,0.418,6.2,58.9
6639119,419.367724,5.2,93,89,93,0,0.2,2,1.9,0.692,12.3,74
6552584,4712.822736,49.4,87,83,87,0,0.2,2,1.9,0.688,12.3,73.9
6379219,3855.537735,47.9,87,83,87,0,0.1,2,2,0.679,12.3,73.6
629877,3225.591754,46.4,89,85,89,0,0.1,2.1,2,0.664,12.4,73.2
6127837,2599.596259,45.6,85,81,85,0,0.1,2.1,2,0.663,12.1,73
5882796,189.71539,43.5,92,98,98,0,0.2,2.2,2.2,0.648,12.1,72.3
5795494,157.145691,42.8,92,96,96,0,0.2,2.3,2.2,0.646,12.3,72.1
57374,148.527976,42,9,92,92,0,0.2,2.3,2.2,0.639,12.1,71.9
56795,1174.779347,41.3,86,86,86,0,0.1,2.4,2.3,0.642,12.7,71.7
558611,1148.229882,4.6,,87,87,0,0.1,2.4,2.3,0.632,12.2,71.5
546624,1417.26582,39.8,,9,89,0,0.1,2.5,2.4,0.624,11.8,71.2
5327,1545.626423,39.1,,86,86,0,0.1,2.5,2.4,0.625,11.6,79
31376671,63.343259,55.6,9,88,9,4,0.1,1.1,1.1,0.737,13.4,75.5
3973354,6491.5245,54.9,88,78,88,0,0.1,1.1,1.1,0.735,13.4,75.3
3565716,6583.116248,54.2,88,71,88,0,0.1,1.1,1.1,0.731,13.4,75.3
3158966,6387.785281,53.6,95,94,95,0,0.1,1.1,1.1,0.725,13.4,74.9
29759989,5771.565878,52.9,91,91,91,0,0.2,1.1,1.1,0.721,13.4,74.5
29373646,522.493191,52.2,93,92,93,0,0.2,1.1,1.1,0.708,13.3,73.7
29157,4166.93387,51.5,93,92,93,0,0.3,1.2,1.2,0.706,13.3,73.8
2864198,428.87811,5.8,93,93,93,1,0.3,1.2,1.2,0.7,13.2,73.9
28292724,3611.2147,5.2,93,93,93,0,0.3,1.2,1.2,0.696,13.2,74
27949944,3171.49856,49.5,94,94,94,0,0.4,1.2,1.2,0.693,13,74.2
276141,2754.7829,48.8,94,66,77,0,0.4,1.3,1.3,0.692,13,72.8
27273194,2448.143899,48.1,92,81,86,0,0.4,1.3,1.3,0.685,12.8,72.2
26937738,218.25997,47.4,65,95,94,0,0.4,1.3,1.3,0.686,13.3,72.1
26261363,1981.243653,46.1,,9,9,0,0.5,1.4,1.4,0.677,13.4,72.4
25914879,1996.719689,45.4,,93,98,1,0.5,1.4,1.4,0.674,13.5,71.4
11716359,2878.33837,25.4,6,79,6,619,0.1,1,9.7,0.679,11.7,68.5
112249,2842.938353,24.8,67,77,67,58848,0.1,1,9.7,0.676,11.7,68.4
9848132,276.289146,24.3,89,84,89,2920,0.1,1,9.7,0.671,11.7,68.1
96866642,2581.818554,23.7,88,88,88,1536,0.1,1,9.7,0.666,11.6,68.1
9527794,2352.518156,23.1,87,87,87,6538,0.1,1,9.7,0.669,11.5,68
93726624,2129.499242,22.6,77,78,79,6368,0.1,1,9.7,0.662,11.4,67.9
9222879,1825.341521,22.1,85,86,87,1469,0.1,1,9.7,0.661,11.7,68
9751864,1919.466195,21.6,88,91,91,341,0.1,1,9.7,0.655,11.5,67.5
8929349,1672.685433,21.1,87,87,87,530,0.1,1,9.7,0.648,11.4,67.5
8789419,1391.772325,2.6,77,88,88,9,0.1,1,9.7,0.646,11.5,67.3
86274237,1194.697155,2.1,49,9,89,118,0.1,1,9.7,0.642,11.6,67
84678493,179.3715,19.6,48,85,88,3025,0.1,1,9.7,0.636,11.6,67.3
8331954,11.553196,19.2,52,85,84,10511,0.1,1,9.7,0.631,11.6,67.2
813526,1.68135,18.7,42,77,79,7003,0.1,1,9.7,0.625,11.4,66.8
79665315,957.287441,18.3,45,76,79,7360,0.1,1,9.7,0.622,11.4,66.8
77991569,138.91977,17.8,7,74,78,7120,0.1,1,9.6,0.618,11.4,66.8
3811735,14341.675,61.1,96,94,98,0,0.1,1.9,2.1,0.85,16.4,77.3
384196,1378.54911,6.4,96,95,99,84,0.1,2,2.1,0.838,15.4,77.1
3863164,13145.1484,59.7,97,95,99,71,0.1,2,2.1,0.834,15.3,76.8
3863255,13893.18768,59.1,98,96,99,0,0.1,2,2.2,0.829,15.4,76.7
3842794,12599.52486,58.4,98,96,99,13,0.1,2.1,2.2,0.822,15.1,76.3
3815163,11527.59323,57.8,98,96,99,115,0.1,2.1,2.3,0.818,15.1,75.7
38141267,94.7726,56,98,99,99,120,0.1,2.3,2.4,0.803,15,75.2
38165445,821.251569,55.5,98,99,99,13,0.1,2.3,2.5,0.797,14.8,75
38182222,6681.178818,55,98,99,99,11,0.1,2.4,2.5,0.8,15.5,74.9
382457,5693.52416,54.5,97,98,99,48,0.1,2.4,2.6,0.796,15.3,74.7
3823364,5196.932921,54,98,98,99,34,0.1,2.5,2.6,0.79,15,74.5
3824876,4981.198619,53.6,95,98,98,133,0.1,2.5,2.7,0.784,14.7,74.2
38258629,4492.72764,53.1,99,98,98,77,0.1,2.5,2.8,0.777,14.6,73.7
135876,1922.681,61.6,98,98,98,8,0.1,0.7,0.5,0.841,16.6,81.1
1457295,21618.73534,6.2,98,98,98,1,0.1,0.7,0.5,0.827,16.3,86
155756,23196.18375,58.8,97,97,97,2,0.1,0.7,0.5,0.818,16.2,82
1568247,2363.97161,57.3,96,96,96,3,0.1,0.7,0.5,0.809,16,79.3
1558177,24815.6884,56.5,97,97,97,1,0.1,0.7,0.5,0.804,15.8,79
1542964,2278.5845,55.7,97,96,97,0,0.1,0.7,0.5,0.797,15.4,78.7
1522288,19821.44463,54.9,97,97,97,0,0.1,0.7,0.5,0.793,15.4,78.5
15333,18784.9485,54.1,94,93,93,7,0.1,0.7,0.6,0.79,15.4,77.7
1483861,1845.5881,53.3,94,95,95,5,0.1,0.7,0.6,0.792,15.9,78
1458821,15772.7334,52.5,94,96,99,8,0.1,0.7,0.6,0.789,15.8,77.3
1419631,12882.28897,51.7,82,96,98,8,0.1,0.8,0.6,0.788,15.9,77.2
1362722,11729.14616,5.9,7,96,97,0,0.1,0.8,0.6,0.782,15.7,76.9
1289898,1152.39681,5.1,58,96,96,45,0.1,0.8,0.6,0.777,15.5,76.6
,66346.52267,69.3,99,99,99,18,0.1,5.2,4.9,0.855,13.4,78.2
,86852.7119,68.4,89,99,89,46,0.1,5.2,4.8,0.854,13.4,78.1
,8834.87958,67.7,97,99,97,73,0.1,5.1,4.7,0.843,13.4,77.9
,88564.82298,67,93,93,92,160,0.1,5.1,4.7,0.837,13.4,77.8
,85948.746,66.5,93,92,93,101,0.1,5.1,4.6,0.827,12.4,77.5
,736.22784,66,97,98,97,295,0.1,5,4.6,0.825,12,77.3
,61478.23813,65.6,99,98,99,112,0.1,5,4.6,0.828,11.8,77
,82967.37228,65.2,97,98,97,0,0.1,5,4.5,0.825,11.7,76.8
,675.61258,65.1,94,97,94,361,0.1,4.9,4.5,0.83,12.6,76.7
,6256.55926,65,96,95,96,144,0.1,4.9,4.5,0.835,13.7,76.6
,51488.49529,65.1,97,98,97,74,0.1,4.8,4.5,0.83,13.7,76.6
,2999.65492,64.1,98,96,96,34,0.1,4.8,4.5,0.807,12.2,76.4
,29986.2915,62.4,89,91,8,46,0.1,4.8,4.5,0.808,13,76.2
,,31.7,98,98,98,7,0.1,1.5,1,,,82.3
,,31.2,99,99,99,442,0.1,1.5,1,,,82
,,3.8,99,99,99,107,0.1,1.5,1,,,81.7
,,3.4,99,99,99,2,0.1,1.5,1,,,81.2
,,3,99,98,99,42,0.1,1.5,1,,,81.1
,,29.5,94,95,94,114,0.1,1.5,1,,,87
,,29.1,94,95,94,17,0.1,1.5,1,,,86
,,28.6,94,92,94,2,0.1,1.5,1,,,83
,,28.2,91,91,91,194,0.1,1.5,1,,,79.8
,,27.7,99,98,98,28,0.1,1.5,1,,,79.4
,,26.7,92,9,88,11,0.1,1.6,1,,,78.2
,,26.2,91,94,97,33,0.1,1.6,1,,,77.6
,,25.7,92,99,97,62,0.1,1.6,1.1,,,77.1
,,25.2,89,99,97,23060,0.1,1.6,1.1,,,76.7
,,24.7,93,99,97,32647,0.1,1.6,1.1,,,76
,,53.4,88,88,87,0,0.1,2.7,2.8,,,72.1
,,52.7,92,92,9,2,0.1,2.7,2.8,,,71.8
,,52.1,91,92,9,27,0.1,2.7,2.9,,,71.7
,,51.5,94,92,92,11,0.1,2.7,2.9,,,79
,,49.9,89,87,85,0,0.1,2.9,3.1,,,69
,,49.1,95,93,92,10,0.1,3,3.2,,,68.3
,,48.7,98,98,97,34,0.1,3.1,3.3,,,68
,,48.3,99,99,98,6,0.1,3.1,3.3,,,67.3
,,47.9,99,98,98,4,0.1,3.2,3.4,,,68
,,47.6,99,98,98,87,0.1,3.3,3.5,,,67.6
,,47.2,99,98,97,4929,0.1,3.4,3.6,,,67.5
,,46.8,94,98,97,457,0.1,3.5,3.6,,,67.6
,,46.5,92,97,95,687,0.1,3.6,3.7,,,67.1
19815481,8958.788593,6.7,9,89,89,4,0.1,2.5,2.7,0.798,14.7,75
1998979,12.27733,59.9,94,94,94,59,0.1,2.6,2.8,0.797,14.7,74.8
19983693,9585.266593,59.2,96,88,92,1159,0.1,2.7,2.9,0.794,14.7,74.6
25835,8558.39766,58.4,96,92,91,7450,0.1,2.8,3,0.797,15.3,74.4
2147528,92.277825,57.7,96,89,89,4189,0.1,2.9,3.1,0.798,15.7,74.3
2246871,8297.483621,56.9,98,94,94,193,0.1,3,3.2,0.797,15.8,73.4
2367487,822.18329,56.3,95,95,95,8,0.1,3,3.3,0.795,15.4,73.1
2537875,1136.47356,55.6,97,95,96,12,0.1,3.1,3.5,0.78,14.7,73.1
2119376,5828.745662,54.4,99,97,97,3196,0.1,3.2,3.7,0.755,13.7,72.5
21319685,4676.315183,53.9,98,97,97,5043,0.1,3.3,3.8,0.745,13.4,71.9
21574326,2774.95586,52.9,98,97,97,9,0.1,3.5,4,0.722,12.5,71.1
2173496,2124.873613,52.4,99,98,98,14,0.1,3.7,4.1,0.714,12,77
2213197,1839.72945,51.9,98,99,99,10,0.1,3.8,4.2,0.708,11.7,78
22442971,1668.162731,51.4,98,99,99,35,0.1,4,4.3,0.703,11.5,77
1449687,9329.298351,6.5,97,97,97,843,0.1,2.3,2.3,0.805,15,75
143819666,14125.961,59.9,97,97,97,4711,0.1,2.3,2.3,0.803,14.9,73
14356911,15543.67653,59.3,97,98,97,2339,0.2,2.3,2.3,0.799,14.6,70
14321676,15154.45687,58.7,97,98,97,2123,0.3,2.3,2.4,0.792,14.3,69.6
14296868,14212.687,58.1,97,97,97,629,0.3,2.3,2.4,0.785,14,69.4
142849449,1674.98771,57.5,97,98,97,129,0.2,2.3,2.5,0.773,13.7,68.4
142785342,8562.89598,57,98,98,98,101,0.3,2.3,2.5,0.776,14,68.2
14274235,11635.2637,56.6,98,98,98,27,0.3,2.3,2.5,0.769,13.9,67.5
1428588,911.25385,56.1,98,98,98,173,0.3,2.4,2.6,0.761,13.8,67.3
14349528,692.194398,55.7,98,98,98,1147,0.3,2.4,2.7,0.754,13.8,66.4
143518523,5323.473877,55.3,97,98,98,454,0.3,2.4,2.7,0.748,13.7,65
144648257,2975.132778,54.7,94,97,96,3291,0.4,2.6,2.8,0.733,13.2,64.6
1453646,2375.5944,54.5,81,97,97,580,0.3,2.7,2.9,0.727,12.8,64.8
14597683,21.362386,54.2,43,97,96,2072,0.3,2.8,3,0.72,12.5,65.1
146596557,1771.58662,54,,97,96,4800,0.2,2.9,3,0.709,12.1,65
11629553,71.348397,21.4,98,99,98,1,0.4,5.7,5.7,0.493,10.8,66.1
1165151,688.8768557,2.1,98,98,98,17,0.5,5.9,5.9,0.485,10.8,65.2
1788853,678.796973,19.5,98,98,98,75,0.7,6.1,6.1,0.475,10.5,64.6
1246842,563.491487,18.3,97,93,97,121,2.3,6.5,6.3,0.454,10,62.8
9977446,539.1538211,17.7,97,93,97,5,2.8,6.6,6.4,0.447,10.2,61
978169,5.6687264,17.1,97,97,97,6,3.7,6.7,6.6,0.438,10.4,68
944742,44.853339,16.5,97,98,97,26,5,6.8,6.7,0.424,10.1,59.6
92658,342.3656294,15.9,99,99,99,494,6.2,6.8,6.8,0.404,9.3,57.6
8991735,287.931877,15.4,95,95,95,129,7.1,6.8,7,0.388,8.8,55.3
8818438,236.9114381,14.9,89,89,89,386,7.7,6.9,7.1,0.371,8.2,53.4
868346,212.6619491,14.5,96,96,96,1064,8.1,7,7.3,0.359,7.6,52
82573,216.172747,13.2,,9,9,2095,8.5,7.6,7.7,0.318,6.6,48.3
,,5.2,97,96,96,0,0.1,3.7,3.6,0.749,13.4,
,,47.5,99,99,99,0,0.1,4.3,4.3,0.735,13.1,75.2
,,46.7,99,99,99,0,0.1,4.3,4.3,0.723,13.1,75
,,45.9,99,99,99,0,0.1,4.3,4.3,0.734,13.1,74.8
,,45.2,98,98,98,0,0.1,4.3,4.3,0.735,13,74.7
,,43.8,97,97,97,0,0.1,4.3,4.3,0.724,12.8,74.2
,,43,95,95,95,0,0.1,4.3,4.4,0.717,12.7,74.3
,,42.2,96,96,96,0,0.1,4.3,4.4,0.71,12.6,74.1
,,41.3,99,99,99,0,0.1,4.3,4.4,0.707,12.8,73.9
,,4.4,85,85,85,0,0.1,4.3,4.4,0.694,12.4,73.5
,,39.6,95,95,95,0,0.2,4.4,4.4,0.689,12.2,73.1
,,39,91,91,91,0,0.2,4.4,4.4,0.686,12.3,72.6
,,38.4,84,91,9,0,0.2,4.4,4.4,0.684,12.4,72.2
,,37.9,14,9,74,0,0.1,4.4,4.5,0.681,12.5,72
,,37.3,,99,99,0,0.3,4.5,4.5,0.684,12.6,71.8
,,36.8,,7,7,0,0.4,4.5,4.5,0,12.8,71.6
,,54.1,98,97,98,0,0.1,3.5,3.4,0.72,13.3,73.2
,,53.1,98,97,98,0,0.1,3.5,3.4,0.72,13.3,73.1
,,52.2,97,97,97,0,0.1,3.5,3.4,0.717,13.3,72.7
,,51.2,96,96,96,0,0.1,3.5,3.5,0.713,13.3,72.8
,,49.3,99,99,99,0,0.1,3.5,3.5,0.711,13.3,72.5
,,48.4,99,99,99,0,0.2,3.6,3.5,0.709,13.3,72.3
,,47.5,99,99,99,0,0.3,3.6,3.6,0.704,13.3,72.1
,,46.6,99,99,99,0,0.3,3.6,3.6,0.702,13.3,71.9
,,45.7,99,99,99,0,0.3,3.7,3.6,0.695,13.3,71.7
,,44.7,99,93,99,0,0.2,3.7,3.7,0.692,13.3,71.4
,,43.8,99,99,99,0,0.4,3.8,3.7,0.689,13.2,71.2
,,42.9,31,99,99,0,0.4,3.8,3.8,0.682,13,71
,,42,,99,99,0,0.4,3.9,3.8,0.677,12.9,79
,,41,,99,99,0,0.7,3.9,3.9,0.673,12.8,79
,,4.1,,99,98,0,0.7,4,3.9,0,12.7,79
193759,4149.363444,74.7,59,61,66,0,0.1,0.2,0.1,0.702,12.9,74
19229,4178.973369,74.3,56,58,63,0,0.1,0.2,0.1,0.701,12.9,73.8
19757,4219.65123,73.8,6,62,67,0,0.1,0.2,0.1,0.7,12.9,73.6
189194,4234.554443,73.4,64,62,64,1,0.1,0.2,0.1,0.698,12.9,73.2
187665,3942.9827,72.9,58,6,65,0,0.1,0.2,0.1,0.693,12.9,73
18625,3453.487434,72.5,57,57,62,8,0.1,0.2,0.2,0.69,12.9,72.6
184826,335.112838,72,44,45,49,0,0.1,0.2,0.2,0.691,12.9,76
183526,359.82223,71.4,12,54,26,0,0.1,0.2,0.2,0.688,12.9,72.5
18194,287.963899,7.3,35,37,39,0,0.1,0.2,0.2,0.677,12.7,72
178781,2351.33814,68.9,54,26,55,0,0.1,0.2,0.2,0.665,12.4,71.4
177662,197.29417,68.2,83,82,83,0,0.1,0.2,0.2,0.659,12.3,79
176582,1631.41727,67.4,86,85,86,0,0.1,0.2,0.2,0.653,12.1,76
175566,1555.47451,66.5,89,83,85,0,0.1,0.2,0.2,0.645,12,75
17461,154.68923,65.6,89,94,95,0,0.1,0.2,0.2,0.64,12.1,72
